emp_no,dept_no,dept_name,title,birth_date,first_name,last_name,hire_date,from_date,to_date
416001,d001,Marketing,Senior Staff,1953-07-01,Zeljko,Leonhardt,1986-08-16,1986-08-16,9999-01-01
416003,d006,Quality Management,Senior Engineer,1952-05-20,Arumugam,Murtafg,1987-11-19,1987-11-19,9999-01-01
416004,d005,Development,Senior Engineer,1952-08-02,Huiqun,Uchoa,1985-08-24,1991-09-24,9999-01-01
416008,d004,Production,Senior Staff,1954-05-07,Zeljko,Ranze,1988-05-08,1995-04-21,9999-01-01
416018,d009,Customer Service,Senior Staff,1955-11-25,Fen,Aloia,1986-08-18,1995-08-18,9999-01-01
416026,d007,Sales,Senior Staff,1953-03-10,Inderjeet,Molenaar,1985-08-06,1994-08-06,9999-01-01
416031,d001,Marketing,Senior Staff,1955-02-28,Bezalel,Chinal,1985-07-08,1994-07-08,9999-01-01
416032,d007,Sales,Senior Staff,1954-03-12,Patricio,Schicker,1985-04-24,1985-04-24,9999-01-01
416034,d008,Research,Senior Staff,1953-07-02,Zdislav,Gils,1988-11-13,1997-08-22,9999-01-01
416042,d005,Development,Senior Engineer,1954-03-28,Katsuo,Lorcy,1985-06-21,1999-03-12,9999-01-01
416044,d005,Development,Senior Engineer,1952-10-15,Gro,Schaad,1987-09-11,2000-01-31,9999-01-01
416067,d004,Production,Senior Engineer,1955-12-16,Moon,Teitelbaum,1986-10-14,1994-10-14,9999-01-01
416070,d003,Human Resources,Staff,1955-03-03,Sanjeeva,Angelov,1987-09-01,1999-07-15,9999-01-01
416072,d001,Marketing,Staff,1954-09-23,Sungwon,Bednarek,1987-06-24,1996-12-26,9999-01-01
416076,d001,Marketing,Staff,1953-12-21,Kenton,Junet,1988-02-25,1996-08-27,9999-01-01
416096,d008,Research,Senior Engineer,1953-06-21,Nobuyoshi,Ginneken,1987-05-11,2002-05-23,9999-01-01
416128,d005,Development,Senior Engineer,1955-05-18,Uli,Wrigley,1987-04-01,1987-04-01,9999-01-01
416136,d009,Customer Service,Senior Staff,1953-07-11,Yonghoan,Reinhard,1987-08-24,1998-05-19,9999-01-01
416164,d003,Human Resources,Senior Staff,1954-10-19,Ramya,Weiland,1988-02-19,1993-02-18,9999-01-01
416166,d007,Sales,Senior Staff,1952-02-02,Yuriy,Rosenbaum,1986-05-11,1991-05-11,9999-01-01
416168,d006,Quality Management,Engineer,1952-10-27,Radhakrishnan,Meriste,1987-02-22,1995-09-14,9999-01-01
416174,d005,Development,Engineer,1954-06-08,Shay,Kuhnemann,1986-01-19,1997-09-02,9999-01-01
416177,d004,Production,Senior Engineer,1955-11-22,Khun,Turnbull,1985-12-27,1991-12-27,9999-01-01
416190,d008,Research,Senior Staff,1954-11-26,Jaideep,Berztiss,1986-01-20,1991-01-20,9999-01-01
416192,d004,Production,Senior Engineer,1952-03-02,Roddy,Zlotek,1985-02-10,1993-02-10,9999-01-01
416204,d005,Development,Senior Engineer,1955-08-26,Amalendu,Murillo,1986-05-21,1995-05-21,9999-01-01
416212,d008,Research,Staff,1955-06-24,Ramzi,Marletta,1986-08-29,1998-06-16,9999-01-01
416260,d005,Development,Engineer,1954-04-25,Flemming,Baezner,1986-08-26,1999-04-27,9999-01-01
416284,d004,Production,Senior Engineer,1952-08-16,Alain,Ferretti,1988-12-18,1988-12-18,9999-01-01
416288,d005,Development,Senior Engineer,1954-09-24,Ramalingam,Khalid,1986-03-12,1992-03-11,9999-01-01
416294,d002,Finance,Senior Staff,1952-06-14,Tianruo,Conte,1986-06-09,1995-06-09,9999-01-01
416307,d004,Production,Senior Engineer,1954-12-27,Elvia,Brookman,1985-07-07,1993-12-19,9999-01-01
416312,d007,Sales,Staff,1954-08-19,Baruch,Petereit,1988-06-21,1998-06-12,9999-01-01
416319,d007,Sales,Senior Staff,1952-05-22,Duro,Chimia,1985-03-10,1990-02-03,9999-01-01
416326,d008,Research,Senior Staff,1952-07-24,Arumugam,Zschoche,1986-04-11,1992-04-10,9999-01-01
416330,d007,Sales,Senior Staff,1954-11-24,Candida,Pollock,1985-11-14,1990-11-14,9999-01-01
416334,d009,Customer Service,Senior Staff,1952-12-11,Shushma,Bressoud,1986-06-29,1994-06-29,9999-01-01
416337,d002,Finance,Senior Staff,1954-11-27,Taizo,Bouloucos,1985-11-12,1985-11-12,9999-01-01
416357,d006,Quality Management,Senior Engineer,1953-09-07,Irena,Kranzdorf,1988-12-19,1988-12-19,9999-01-01
416387,d004,Production,Senior Engineer,1952-12-22,Izaskun,Waeselynck,1988-01-24,1988-01-24,9999-01-01
416388,d005,Development,Senior Engineer,1955-05-20,Gad,Leslie,1988-04-10,1997-04-10,9999-01-01
416394,d008,Research,Senior Staff,1955-11-03,Sreenivas,Anguita,1986-04-07,1994-04-07,9999-01-01
416396,d007,Sales,Senior Staff,1953-02-03,Oldrich,Flanders,1986-09-06,1991-09-06,9999-01-01
416408,d008,Research,Senior Staff,1955-02-08,Tomofumi,Quadeer,1985-12-08,1990-12-08,9999-01-01
416425,d004,Production,Senior Engineer,1954-06-14,Amabile,Kaminger,1988-12-27,1997-12-27,9999-01-01
416429,d004,Production,Engineer,1954-03-29,Chiradeep,Skafidas,1985-03-23,1999-01-07,9999-01-01
416446,d004,Production,Senior Engineer,1954-01-26,Berna,Antonakopoulos,1988-10-25,1998-10-25,9999-01-01
416452,d009,Customer Service,Senior Staff,1954-04-14,Venkatesan,Malabarba,1986-01-28,1992-01-28,9999-01-01
416454,d003,Human Resources,Senior Staff,1953-03-21,Duro,Liedekerke,1986-08-30,1997-04-29,9999-01-01
416469,d007,Sales,Staff,1952-12-10,Kristina,Negoita,1988-07-11,1999-03-05,9999-01-01
416470,d007,Sales,Senior Staff,1953-12-31,Tzvetan,Katiyar,1986-12-27,1986-12-27,9999-01-01
416487,d007,Sales,Senior Staff,1955-08-08,Marsja,Anick,1985-05-13,1990-05-27,9999-01-01
416503,d004,Production,Senior Engineer,1954-10-24,Xiahua,Validov,1987-01-21,1997-09-20,9999-01-01
416518,d005,Development,Senior Engineer,1952-08-09,Dzung,Rosenbaum,1988-12-20,1994-12-20,9999-01-01
416543,d003,Human Resources,Senior Staff,1953-06-20,Bernardo,Kornyak,1986-04-17,1993-04-17,9999-01-01
416552,d003,Human Resources,Senior Staff,1953-09-21,Kwok,Nyrup,1988-11-18,1996-11-18,9999-01-01
416559,d005,Development,Senior Engineer,1955-04-14,Patricia,Zucker,1987-12-13,1989-02-09,9999-01-01
416566,d006,Quality Management,Senior Engineer,1952-10-23,Hugo,Bergere,1987-05-11,1991-01-06,9999-01-01
416568,d005,Development,Senior Engineer,1952-08-08,Dannz,Usery,1988-08-29,2001-03-04,9999-01-01
416573,d005,Development,Senior Engineer,1953-02-02,Berhard,Leaver,1988-01-08,1993-01-07,9999-01-01
416575,d004,Production,Technique Leader,1953-01-24,Shai,Olano,1986-11-15,1986-11-15,9999-01-01
416588,d004,Production,Senior Engineer,1952-09-27,Yannis,Cannata,1987-06-17,1996-06-16,9999-01-01
416589,d005,Development,Senior Engineer,1952-05-29,Jianhua,Bakhtari,1988-05-11,1996-12-10,9999-01-01
416604,d002,Finance,Senior Staff,1954-02-27,Gonzalo,Kambil,1987-11-08,1998-10-19,9999-01-01
416606,d007,Sales,Senior Staff,1955-07-16,Salvador,Sadowsky,1986-05-08,1986-05-08,9999-01-01
416610,d001,Marketing,Senior Staff,1955-12-12,Almudena,Liedekerke,1986-11-14,1993-03-17,9999-01-01
416623,d008,Research,Technique Leader,1954-02-21,Heeju,Keustermans,1987-12-20,1993-02-01,9999-01-01
416647,d006,Quality Management,Engineer,1952-04-14,Yuchang,Birch,1985-07-05,1993-09-06,9999-01-01
416663,d005,Development,Senior Engineer,1955-05-25,Chiranjit,Beeson,1988-09-27,1998-06-03,9999-01-01
416688,d001,Marketing,Senior Staff,1955-11-15,Atilio,Gornas,1986-10-12,1995-10-12,9999-01-01
416690,d007,Sales,Senior Staff,1954-06-07,Ulf,Mahmud,1988-07-10,2002-07-05,9999-01-01
416694,d005,Development,Technique Leader,1952-09-13,Ebru,Remmele,1986-08-20,1986-08-20,9999-01-01
416705,d004,Production,Senior Engineer,1952-11-06,Becky,Rikino,1988-07-18,2000-12-17,9999-01-01
416724,d004,Production,Senior Engineer,1953-10-16,Juyoung,Borstler,1986-07-03,1993-07-03,9999-01-01
416726,d008,Research,Senior Staff,1954-12-19,Kousuke,Dichev,1986-09-15,1988-11-18,9999-01-01
416737,d004,Production,Senior Engineer,1954-05-04,Douadi,Renear,1985-09-02,1992-09-02,9999-01-01
416746,d006,Quality Management,Senior Engineer,1954-04-15,Christfried,Papadias,1987-04-16,1987-04-16,9999-01-01
416758,d008,Research,Senior Staff,1953-11-16,Subhankar,Qiwen,1987-11-10,1996-11-09,9999-01-01
416768,d005,Development,Senior Engineer,1954-10-27,Yuchang,Chelton,1986-05-15,1993-05-15,9999-01-01
416771,d004,Production,Senior Engineer,1955-09-14,Urs,Butterworth,1987-09-02,1992-09-01,9999-01-01
416788,d007,Sales,Senior Staff,1953-06-03,Apostol,Hoogerwoord,1986-08-23,1998-10-23,9999-01-01
416795,d007,Sales,Senior Staff,1953-08-17,Aksel,Wossner,1986-05-15,1999-11-30,9999-01-01
416819,d005,Development,Senior Engineer,1952-04-25,Ulf,Slutz,1987-06-18,1992-06-17,9999-01-01
416821,d004,Production,Senior Engineer,1952-05-15,Munenori,Pardalos,1987-05-12,1990-02-24,9999-01-01
416823,d006,Quality Management,Engineer,1952-03-18,Indrajit,Guerreiro,1987-08-04,1995-10-11,9999-01-01
416827,d005,Development,Technique Leader,1953-09-14,Nevio,Binkley,1988-07-06,1996-06-08,9999-01-01
416830,d002,Finance,Senior Staff,1952-12-29,Pranas,Junet,1987-01-17,1992-01-17,9999-01-01
416834,d005,Development,Senior Engineer,1952-08-25,Angel,Riefers,1985-12-24,1993-12-24,9999-01-01
416836,d005,Development,Senior Engineer,1955-01-02,Gino,Erev,1986-01-12,1991-01-12,9999-01-01
416847,d004,Production,Assistant Engineer,1955-08-31,Jinpo,Dengi,1986-05-14,1996-11-25,9999-01-01
416864,d007,Sales,Senior Staff,1954-03-17,Chiradeep,Shiratori,1986-09-18,1993-09-18,9999-01-01
416879,d007,Sales,Senior Staff,1952-02-11,Bluma,Schrooten,1985-12-10,1999-05-17,9999-01-01
416880,d007,Sales,Senior Staff,1955-11-24,Shuichi,Felder,1988-06-01,1988-06-01,9999-01-01
416899,d005,Development,Engineer,1955-10-09,Abdelghani,Heijenga,1987-03-27,1997-05-26,9999-01-01
416920,d007,Sales,Senior Staff,1954-07-31,Ekawit,Kossowski,1986-03-03,1993-03-03,9999-01-01
416924,d007,Sales,Senior Staff,1952-07-20,Vishwani,Ambroszkiewicz,1988-03-30,1995-03-31,9999-01-01
416936,d004,Production,Senior Engineer,1953-02-01,Lenore,Perly,1985-04-10,1998-06-20,9999-01-01
416948,d007,Sales,Senior Staff,1955-03-09,Reinhard,Peac,1985-02-09,2001-12-30,9999-01-01
416950,d002,Finance,Senior Staff,1952-11-24,Suvo,Krohn,1986-08-03,1992-11-06,9999-01-01
416959,d002,Finance,Senior Staff,1955-08-29,Ymte,Speer,1985-11-20,1992-11-20,9999-01-01
416963,d006,Quality Management,Senior Engineer,1954-10-23,Shietung,Ramsey,1987-02-15,1994-02-15,9999-01-01
416979,d006,Quality Management,Senior Engineer,1955-09-26,Baruch,Maliniak,1987-02-15,2001-02-15,9999-01-01
416980,d007,Sales,Senior Staff,1954-12-25,Qunsheng,Meszaros,1987-08-20,1995-06-17,9999-01-01
416991,d004,Production,Senior Engineer,1952-12-22,Weiwu,Lund,1986-02-14,1995-08-23,9999-01-01
417000,d005,Development,Senior Engineer,1953-11-02,Baruch,Shokrollahi,1988-05-21,1998-10-12,9999-01-01
417002,d004,Production,Senior Engineer,1955-02-24,Parviz,Perko,1988-04-04,1997-04-03,9999-01-01
417037,d004,Production,Senior Engineer,1953-05-22,Kristian,Ranta,1985-08-05,2001-08-05,9999-01-01
417039,d007,Sales,Senior Staff,1952-07-14,Chrisa,Feldmann,1988-07-27,2001-05-28,9999-01-01
417042,d002,Finance,Senior Staff,1952-10-26,Basem,Eickenmeyer,1986-04-10,1994-04-10,9999-01-01
417048,d004,Production,Senior Engineer,1955-07-10,Subhada,Bernardeschi,1987-01-01,1992-12-31,9999-01-01
417063,d001,Marketing,Staff,1955-05-30,Menkae,Perna,1988-12-24,1999-06-05,9999-01-01
417064,d001,Marketing,Senior Staff,1954-08-01,Gill,Narlikar,1986-12-13,1993-12-13,9999-01-01
417073,d004,Production,Senior Engineer,1952-04-18,Foong,Ecklund,1985-04-19,1985-04-19,9999-01-01
417078,d004,Production,Senior Engineer,1955-01-21,Shigenori,Sethi,1986-01-02,1986-01-02,9999-01-01
417090,d007,Sales,Senior Staff,1953-09-13,Takahira,Schaaf,1988-05-27,1995-09-27,9999-01-01
417120,d005,Development,Technique Leader,1954-11-25,Candido,Ghelli,1987-05-07,1987-05-07,9999-01-01
417123,d007,Sales,Senior Staff,1955-04-20,Shao,Ramsak,1986-04-07,1995-04-07,9999-01-01
417130,d003,Human Resources,Senior Staff,1954-05-17,Turgut,Kushner,1988-09-10,1988-09-10,9999-01-01
417146,d005,Development,Senior Engineer,1953-05-29,Anneke,Caine,1987-01-24,1995-01-24,9999-01-01
417153,d004,Production,Senior Engineer,1954-05-08,Prodip,Nitta,1988-07-17,1993-07-17,9999-01-01
417170,d005,Development,Senior Engineer,1955-10-23,Paloma,Delgrange,1985-02-18,2000-01-25,9999-01-01
417190,d007,Sales,Senior Staff,1953-02-02,Atreyi,Cooman,1988-01-06,1996-01-06,9999-01-01
417206,d007,Sales,Senior Staff,1952-04-18,Ramachenga,Crouzet,1987-04-01,1998-05-30,9999-01-01
417210,d006,Quality Management,Senior Engineer,1952-08-27,Guozhong,Iisaku,1987-10-10,1998-03-06,9999-01-01
417237,d001,Marketing,Senior Staff,1952-05-25,Deniz,Menyhert,1988-02-22,1994-02-21,9999-01-01
417247,d005,Development,Engineer,1954-01-09,Udaiprakash,Farrar,1987-07-26,1997-01-05,9999-01-01
417275,d007,Sales,Staff,1953-01-25,Mohammed,Middleton,1988-08-08,1997-10-04,9999-01-01
417276,d005,Development,Senior Engineer,1955-09-05,Howell,Deville,1987-04-23,1996-02-09,9999-01-01
417278,d004,Production,Engineer,1954-07-12,Roselyn,Aamodt,1987-05-23,1997-05-28,9999-01-01
417279,d004,Production,Senior Engineer,1955-01-24,Mariangiola,Gischer,1985-06-06,1999-11-25,9999-01-01
417286,d005,Development,Senior Engineer,1955-01-06,Mabo,Fordan,1987-03-29,1995-05-22,9999-01-01
417306,d004,Production,Senior Engineer,1952-07-13,LiMin,Lorin,1985-03-23,1992-03-23,9999-01-01
417317,d006,Quality Management,Technique Leader,1954-09-19,Byong,Asrin,1988-03-25,1998-02-03,9999-01-01
417322,d004,Production,Senior Engineer,1955-01-12,Jiong,Bahr,1987-08-15,2001-01-12,9999-01-01
417328,d007,Sales,Senior Staff,1952-04-01,Xinyu,Molenaar,1987-01-28,1994-01-28,9999-01-01
417338,d001,Marketing,Senior Staff,1952-09-15,Huican,Staelin,1986-07-08,1993-07-08,9999-01-01
417356,d008,Research,Staff,1952-11-01,Chinya,Rosch,1986-04-05,1996-09-12,9999-01-01
417365,d004,Production,Senior Staff,1955-04-27,Shuzo,Roccetti,1987-10-03,2001-01-13,9999-01-01
417376,d007,Sales,Senior Staff,1953-06-04,Leszek,Hertweck,1985-02-22,1994-02-22,9999-01-01
417381,d001,Marketing,Staff,1954-07-26,Paddy,Beausoleil,1985-07-02,1997-06-17,9999-01-01
417384,d001,Marketing,Senior Staff,1955-07-04,Mansur,Valtorta,1985-04-20,1985-04-20,9999-01-01
417399,d004,Production,Senior Engineer,1953-08-05,Moto,Pulkowski,1986-01-24,1992-01-24,9999-01-01
417427,d007,Sales,Senior Staff,1952-03-03,Doohun,Lores,1985-09-14,1992-09-14,9999-01-01
417436,d005,Development,Senior Engineer,1954-05-03,Avishai,Quittner,1985-02-14,1999-02-15,9999-01-01
417438,d004,Production,Engineer,1953-03-08,Boutros,Veldwijk,1988-09-08,1995-11-13,9999-01-01
417440,d004,Production,Senior Engineer,1954-01-12,Luisa,Lorie,1985-03-23,1992-03-23,9999-01-01
417442,d009,Customer Service,Senior Engineer,1955-10-12,Conrado,Uchoa,1986-10-01,1986-10-01,9999-01-01
417450,d003,Human Resources,Senior Staff,1954-01-14,Aimee,Shinomoto,1987-04-30,1994-04-30,9999-01-01
417452,d004,Production,Senior Engineer,1954-12-07,Jaber,Openshaw,1986-09-10,1990-08-19,9999-01-01
417460,d004,Production,Senior Engineer,1953-08-19,Stafford,Schwaller,1986-02-28,1991-02-28,9999-01-01
417462,d008,Research,Senior Engineer,1953-08-23,Yagil,Emmart,1988-11-23,1995-11-24,9999-01-01
417466,d003,Human Resources,Senior Staff,1952-11-05,Cathie,Trumbly,1986-09-08,1994-09-08,9999-01-01
417477,d003,Human Resources,Staff,1953-01-08,Abdelkader,Gadepally,1986-07-15,1999-10-18,9999-01-01
417486,d004,Production,Technique Leader,1955-04-07,Sakthirel,Cusworth,1987-01-10,1987-01-10,9999-01-01
417495,d006,Quality Management,Senior Engineer,1953-06-14,Nakhoon,Miake,1988-06-21,2000-06-20,9999-01-01
417510,d007,Sales,Senior Staff,1954-09-14,Yonghong,Ernst,1986-08-02,2002-05-08,9999-01-01
417527,d008,Research,Senior Staff,1954-03-07,Barna,Selvestrel,1988-02-29,1996-04-03,9999-01-01
417545,d004,Production,Senior Engineer,1954-01-29,Adhemar,Trystram,1986-04-04,1986-04-04,9999-01-01
417548,d009,Customer Service,Senior Staff,1955-08-17,Fumiyo,Schaap,1988-03-17,1994-03-17,9999-01-01
417553,d005,Development,Senior Engineer,1954-12-25,Moheb,Langford,1988-12-04,2001-07-18,9999-01-01
417555,d005,Development,Senior Engineer,1953-09-14,Zejun,Coors,1988-01-13,2002-07-31,9999-01-01
417556,d005,Development,Senior Engineer,1955-03-06,Hiroyasu,Zlotek,1988-12-19,1994-12-24,9999-01-01
417576,d007,Sales,Senior Staff,1954-12-25,Adhemar,Murtagh,1986-06-06,1996-06-25,9999-01-01
417579,d006,Quality Management,Senior Engineer,1953-12-13,Leandro,Ramamoorthy,1988-11-11,1997-11-11,9999-01-01
417583,d009,Customer Service,Senior Staff,1952-07-29,Jamaludin,Gischer,1986-06-26,1994-06-26,9999-01-01
417586,d007,Sales,Senior Staff,1953-07-11,Qiwen,Leslie,1985-04-27,2001-11-10,9999-01-01
417588,d006,Quality Management,Senior Engineer,1953-02-12,Takushi,Iacovou,1988-07-24,1996-11-06,9999-01-01
417595,d007,Sales,Senior Staff,1952-08-30,Maik,Roccetti,1988-06-16,1995-06-17,9999-01-01
417596,d002,Finance,Senior Staff,1953-09-18,Aron,Hiyoshi,1988-01-07,1993-01-06,9999-01-01
417603,d004,Production,Senior Engineer,1954-10-04,Rajmohan,Emden,1987-05-16,1997-08-29,9999-01-01
417609,d006,Quality Management,Senior Engineer,1952-03-16,Dhritiman,Thombley,1986-09-03,1995-01-11,9999-01-01
417620,d003,Human Resources,Senior Staff,1952-06-17,Tru,Skrikant,1987-04-28,1995-10-04,9999-01-01
417633,d007,Sales,Senior Staff,1953-08-03,Aemilian,Cappelletti,1988-06-09,1994-06-09,9999-01-01
417663,d007,Sales,Senior Staff,1953-06-09,Muzhong,Stassinopoulos,1988-11-01,1996-11-01,9999-01-01
417666,d004,Production,Senior Engineer,1953-01-14,Heping,Ranst,1986-08-29,1998-09-17,9999-01-01
417674,d009,Customer Service,Senior Staff,1953-11-19,Felicidad,Felcyn,1988-11-19,1995-11-20,9999-01-01
417683,d002,Finance,Senior Staff,1954-01-16,Fei,Kruskal,1987-03-30,1987-03-30,9999-01-01
417697,d001,Marketing,Senior Staff,1952-12-01,Katsuo,Whitcomb,1988-06-13,2001-08-26,9999-01-01
417704,d007,Sales,Senior Staff,1952-12-24,Sajjad,Erdmenger,1987-09-28,1992-09-27,9999-01-01
417705,d007,Sales,Senior Staff,1955-09-12,Kousuke,Lammel,1985-10-24,1995-09-19,9999-01-01
417718,d005,Development,Senior Engineer,1955-01-06,Breannda,Chinin,1987-03-31,1996-03-30,9999-01-01
417721,d005,Development,Engineer,1954-08-25,Aron,Back,1986-10-21,1994-10-21,9999-01-01
417737,d007,Sales,Senior Staff,1953-11-15,Ortrun,Picaronny,1988-07-05,1994-07-05,9999-01-01
417751,d005,Development,Senior Engineer,1953-04-27,Saddek,Perelgut,1988-06-21,2000-06-20,9999-01-01
417776,d005,Development,Engineer,1954-04-23,Shuzo,Gruenwald,1988-03-21,1999-07-11,9999-01-01
417777,d007,Sales,Senior Staff,1953-04-14,Vitali,Picel,1987-08-20,1987-08-20,9999-01-01
417780,d004,Production,Senior Engineer,1952-03-14,Honglan,Tomescu,1986-09-05,1993-09-05,9999-01-01
417785,d005,Development,Senior Engineer,1953-09-08,Suebskul,Ranst,1987-06-07,1987-06-07,9999-01-01
417796,d004,Production,Technique Leader,1952-04-02,Feipei,Nitta,1988-08-06,1988-08-06,9999-01-01
417807,d007,Sales,Senior Staff,1954-03-06,Uinam,Doering,1985-06-03,1992-06-03,9999-01-01
417826,d005,Development,Engineer,1953-09-07,Dung,Portugali,1986-12-23,1997-06-06,9999-01-01
417828,d005,Development,Assistant Engineer,1954-12-22,Marjo,Besancenot,1985-02-28,1998-08-13,9999-01-01
417830,d007,Sales,Senior Staff,1955-01-16,Geoff,Androutsos,1985-07-19,1985-07-19,9999-01-01
417841,d007,Sales,Senior Staff,1953-10-14,Freyja,Sridhar,1988-02-18,1998-02-24,9999-01-01
417842,d005,Development,Engineer,1953-10-02,Mart,Khalil,1988-07-20,1998-02-05,9999-01-01
417872,d002,Finance,Senior Staff,1952-03-07,Sreekrishna,Yamaashi,1985-03-14,1990-03-14,9999-01-01
417874,d008,Research,Senior Engineer,1952-04-29,Sandeepan,McAlpine,1985-08-14,1993-08-14,9999-01-01
417876,d005,Development,Senior Engineer,1953-12-19,Hirochika,Milicic,1986-01-16,1995-07-12,9999-01-01
417914,d007,Sales,Senior Staff,1952-12-28,Brendon,Luck,1986-04-18,1994-05-15,9999-01-01
417915,d002,Finance,Senior Staff,1955-04-07,Danai,Quadeer,1986-05-01,1993-05-01,9999-01-01
417923,d005,Development,Senior Engineer,1954-10-26,Jahangir,Negoita,1988-11-19,1997-11-19,9999-01-01
417940,d007,Sales,Senior Staff,1952-10-12,Uri,Assaf,1987-04-20,1995-04-20,9999-01-01
417944,d005,Development,Senior Engineer,1955-10-03,Kristinn,Serra,1987-09-03,1992-09-02,9999-01-01
417961,d004,Production,Senior Engineer,1954-10-27,Junichi,Lienhardt,1986-07-28,1991-07-28,9999-01-01
417966,d001,Marketing,Senior Staff,1952-03-01,Tristan,Msuda,1987-02-11,1999-08-22,9999-01-01
417978,d004,Production,Technique Leader,1953-10-02,Leaf,Merro,1987-05-20,1987-05-20,9999-01-01
417983,d004,Production,Engineer,1952-06-13,Guoxiang,Sifakis,1986-11-11,1994-02-16,9999-01-01
417991,d009,Customer Service,Senior Staff,1952-05-14,Mihalis,Cincotta,1987-12-17,1992-12-16,9999-01-01
417999,d006,Quality Management,Senior Engineer,1952-08-11,Dines,Penn,1985-09-16,1985-09-16,9999-01-01
418000,d007,Sales,Senior Staff,1954-01-21,Yuichiro,Alpin,1988-10-17,1997-10-17,9999-01-01
418013,d004,Production,Senior Engineer,1955-12-02,Martine,Codenie,1986-08-06,1995-08-06,9999-01-01
418019,d007,Sales,Senior Staff,1953-12-30,Kristina,Ecklund,1985-02-15,1990-08-25,9999-01-01
418039,d007,Sales,Senior Staff,1954-02-26,Shuichi,Ramalingam,1985-06-27,1985-06-27,9999-01-01
418052,d001,Marketing,Senior Staff,1952-03-30,Munenori,Busillo,1988-09-29,1997-10-21,9999-01-01
418063,d006,Quality Management,Senior Engineer,1953-04-22,Arch,Walston,1988-05-03,1993-01-01,9999-01-01
418075,d001,Marketing,Senior Staff,1955-01-01,Mayuko,Moffat,1987-12-28,1996-12-25,9999-01-01
418082,d003,Human Resources,Senior Staff,1955-01-20,Yuping,Denny,1986-04-03,1999-01-13,9999-01-01
418094,d007,Sales,Senior Staff,1955-11-28,Mona,Kolvik,1985-07-09,1987-07-15,9999-01-01
418095,d004,Production,Senior Engineer,1954-08-09,Avishai,Azevdeo,1985-04-02,1997-06-29,9999-01-01
418096,d004,Production,Assistant Engineer,1955-09-28,Teruyuki,Montresor,1988-04-16,1998-09-27,9999-01-01
418110,d004,Production,Senior Engineer,1954-05-12,Aiichiro,Roohalamini,1987-11-23,2001-11-23,9999-01-01
418125,d007,Sales,Staff,1954-07-22,Khun,Baar,1985-09-08,1996-08-02,9999-01-01
418130,d001,Marketing,Senior Staff,1953-12-22,Toshimitsu,Verhoeff,1986-11-11,1998-09-07,9999-01-01
418167,d004,Production,Senior Engineer,1954-05-07,Dinah,McAffer,1987-03-27,1992-03-26,9999-01-01
418186,d004,Production,Senior Engineer,1953-01-02,Tse,Delgrange,1988-10-27,1994-10-27,9999-01-01
418196,d002,Finance,Senior Staff,1952-10-17,Shunichi,Wiegley,1985-08-15,1992-08-15,9999-01-01
418205,d003,Human Resources,Senior Staff,1953-07-17,Navin,Schauser,1986-04-23,1998-06-01,9999-01-01
418212,d003,Human Resources,Senior Staff,1952-02-11,Arunas,Xiaoshan,1986-12-11,1993-09-09,9999-01-01
418217,d004,Production,Senior Engineer,1952-10-16,Chinho,Kaltofen,1986-02-23,1986-02-23,9999-01-01
418237,d004,Production,Engineer,1954-04-02,Ioana,Maquelin,1987-01-16,1998-11-05,9999-01-01
418254,d005,Development,Senior Engineer,1955-10-29,Masamitsu,Beilner,1987-01-02,2000-10-14,9999-01-01
418266,d009,Customer Service,Senior Engineer,1953-11-21,Toshimori,Gulak,1987-05-02,1994-06-14,9999-01-01
418329,d007,Sales,Senior Staff,1955-03-01,Aiichiro,Eiron,1987-11-04,1993-04-23,9999-01-01
418339,d005,Development,Senior Engineer,1954-08-09,Mamdouh,Wendorf,1986-03-28,1999-02-05,9999-01-01
418351,d008,Research,Senior Staff,1955-08-21,Ferdinand,Perri,1985-03-23,1992-11-13,9999-01-01
418361,d005,Development,Engineer,1952-07-16,Oguz,Hagimont,1986-07-02,1999-11-21,9999-01-01
418379,d001,Marketing,Senior Staff,1953-12-25,Reinhold,Ducloy,1985-05-21,1994-02-10,9999-01-01
418386,d005,Development,Senior Engineer,1952-11-23,Gianluca,Cannata,1987-10-06,2001-10-06,9999-01-01
418411,d003,Human Resources,Senior Staff,1953-11-07,Nalini,Griswold,1985-11-21,1985-11-21,9999-01-01
418415,d004,Production,Senior Engineer,1954-03-05,Shahab,Molberg,1988-12-01,2000-10-28,9999-01-01
418429,d005,Development,Senior Engineer,1955-07-03,Zissis,Litvinov,1988-07-22,1999-02-08,9999-01-01
418434,d004,Production,Senior Engineer,1954-09-03,Toshimo,Vasanthakumar,1986-07-21,1987-06-29,9999-01-01
418441,d004,Production,Senior Engineer,1954-11-18,Xiaocheng,Marquardt,1987-03-06,1993-03-05,9999-01-01
418450,d003,Human Resources,Senior Staff,1953-01-01,Nidapan,Rodham,1988-02-19,1996-08-17,9999-01-01
418455,d008,Research,Staff,1954-08-13,Shaw,Sgarro,1987-11-16,1994-02-06,9999-01-01
418465,d006,Quality Management,Engineer,1955-11-15,Munir,Masamoto,1988-05-10,1996-02-22,9999-01-01
418471,d004,Production,Staff,1955-06-01,Xiaoheng,Aloisi,1987-03-20,1998-08-08,9999-01-01
418475,d002,Finance,Senior Staff,1954-11-22,Mokhtar,Weisert,1985-09-29,1990-09-29,9999-01-01
